Video ID,Playlist Video Creation Timestamp
Z2chE4DuJf8,2019-01-13T14:11:29+00:00
A7r9NKEMri0,2019-01-20T14:37:33+00:00
CMNYuXTe1tM,2019-01-20T15:12:02+00:00
kWmtOFwcXyE,2019-02-05T18:45:23+00:00
MJgxAOVQXFw,2019-12-16T20:33:50+00:00
Mg7ZIK6Xmos,2019-12-22T01:04:21+00:00





